2020-03-24 00:19:27,b'Wn recien vi la entrevista de la Katy barriga con #MuchoGustoMega en el #Meganoticias ... wn los demas como la atac\xe2\x80\xa6 https://t.co/p8VTHHnUsz',1242244600011554817,
2020-03-20 20:41:17,b'En tiempos de crisis hay que fortalecerse...\nOatmeal Imperial Stout que esperamos est\xc3\xa9 lista para cuando pase lo m\xc3\xa1\xe2\x80\xa6 https://t.co/dJwf6KVFic',1241102535097823233,
2020-03-20 14:43:35,b'Para las comunas con mayor contagio! Providencia Las Condes Vitacura y Lo Barnechea cuarentena total cerrar pasos c\xe2\x80\xa6 https://t.co/TIZNXBhfyC',1241012514667757579,
2020-03-18 11:30:12,b'Pase y lea este an\xc3\xa1lisis de @RicardoDelpiano para que se entienda la magnitud del impacto para el sector a\xc3\xa9reo y ec\xe2\x80\xa6 https://t.co/92a7zYoUuU',1240239072276361216,"Place(_api=<tweepy.api.API object at 0x0000022A4D1EA108>, id='01daf54930ae8925', url='https://api.twitter.com/1.1/geo/id/01daf54930ae8925.json', place_type='city', name='Isla de Maipo', full_name='Isla de Maipo, Chile', country_code='CL', country='Chile', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022A4D1EA108>, type='Polygon', coordinates=[[[-71.1192201, -33.8038537], [-70.8206813, -33.8038537], [-70.8206813, -33.6964715], [-71.1192201, -33.6964715]]]), attributes={})"
2020-03-17 14:16:27,b'RT @DeMartinoWines: Informaci\xc3\xb3n importante. / Important information. #coronavirus #covid19 https://t.co/VLvjIr1213',1239918522907664387,
2020-03-17 13:55:37,b'Informaci\xc3\xb3n importante. / Important information. #coronavirus #covid19 https://t.co/VLvjIr1213',1239913283806810112,
2020-03-24 00:19:27,Wn recien vi la entrevista de la Katy barriga con #MuchoGustoMega en el #Meganoticias ... wn los demas como la atac… https://t.co/p8VTHHnUsz,1242244600011554817,
2020-03-20 20:41:17,"En tiempos de crisis hay que fortalecerse...
Oatmeal Imperial Stout que esperamos esté lista para cuando pase lo má… https://t.co/dJwf6KVFic",1241102535097823233,
2020-03-20 14:43:35,Para las comunas con mayor contagio! Providencia Las Condes Vitacura y Lo Barnechea cuarentena total cerrar pasos c… https://t.co/TIZNXBhfyC,1241012514667757579,
2020-03-18 11:30:12,Pase y lea este análisis de @RicardoDelpiano para que se entienda la magnitud del impacto para el sector aéreo y ec… https://t.co/92a7zYoUuU,1240239072276361216,"Place(_api=<tweepy.api.API object at 0x0000022A4D1EA108>, id='01daf54930ae8925', url='https://api.twitter.com/1.1/geo/id/01daf54930ae8925.json', place_type='city', name='Isla de Maipo', full_name='Isla de Maipo, Chile', country_code='CL', country='Chile', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022A4D1EA108>, type='Polygon', coordinates=[[[-71.1192201, -33.8038537], [-70.8206813, -33.8038537], [-70.8206813, -33.6964715], [-71.1192201, -33.6964715]]]), attributes={})"
2020-03-17 14:16:27,RT @DeMartinoWines: Información importante. / Important information. #coronavirus #covid19 https://t.co/VLvjIr1213,1239918522907664387,
2020-03-17 13:55:37,Información importante. / Important information. #coronavirus #covid19 https://t.co/VLvjIr1213,1239913283806810112,
2020-03-24 00:19:27,Wn recien vi la entrevista de la Katy barriga con #MuchoGustoMega en el #Meganoticias ... wn los demas como la atac… https://t.co/p8VTHHnUsz,1242244600011554817,
2020-03-20 20:41:17,"En tiempos de crisis hay que fortalecerse...
Oatmeal Imperial Stout que esperamos esté lista para cuando pase lo má… https://t.co/dJwf6KVFic",1241102535097823233,
2020-03-20 14:43:35,Para las comunas con mayor contagio! Providencia Las Condes Vitacura y Lo Barnechea cuarentena total cerrar pasos c… https://t.co/TIZNXBhfyC,1241012514667757579,
2020-03-18 11:30:12,Pase y lea este análisis de @RicardoDelpiano para que se entienda la magnitud del impacto para el sector aéreo y ec… https://t.co/92a7zYoUuU,1240239072276361216,"Place(_api=<tweepy.api.API object at 0x0000022A4D1EA108>, id='01daf54930ae8925', url='https://api.twitter.com/1.1/geo/id/01daf54930ae8925.json', place_type='city', name='Isla de Maipo', full_name='Isla de Maipo, Chile', country_code='CL', country='Chile', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022A4D1EA108>, type='Polygon', coordinates=[[[-71.1192201, -33.8038537], [-70.8206813, -33.8038537], [-70.8206813, -33.6964715], [-71.1192201, -33.6964715]]]), attributes={})"
2020-03-17 14:16:27,RT @DeMartinoWines: Información importante. / Important information. #coronavirus #covid19 https://t.co/VLvjIr1213,1239918522907664387,
2020-03-17 13:55:37,Información importante. / Important information. #coronavirus #covid19 https://t.co/VLvjIr1213,1239913283806810112,
2020-03-24 00:19:27,Wn recien vi la entrevista de la Katy barriga con #MuchoGustoMega en el #Meganoticias ... wn los demas como la atac… https://t.co/p8VTHHnUsz,1242244600011554817,
2020-03-20 20:41:17,"En tiempos de crisis hay que fortalecerse...
Oatmeal Imperial Stout que esperamos esté lista para cuando pase lo má… https://t.co/dJwf6KVFic",1241102535097823233,
2020-03-20 14:43:35,Para las comunas con mayor contagio! Providencia Las Condes Vitacura y Lo Barnechea cuarentena total cerrar pasos c… https://t.co/TIZNXBhfyC,1241012514667757579,
